House_Age,METRO,REGION,BEDROOMS,ROOMS,PERSONS,Rent
56,Town,Northern,3,6,2,2372.542519
50,Village,Western,3,5,2,4775.243201
54,Central City,Western,4,8,3,2253.692178
62,Town,Western,3,6,2,4699.668372
9,Town,Western,4,8,-6,12923.25682
70,Town,Western,4,7,2,14471.17349
60,Town,Northern,2,3,1,3806.751705
56,Town,Estern,3,6,2,4580.918372
56,Town,Northern,2,5,3,5848.460891
61,Town,Estern,2,5,3,4349.668372
34,Town,Northern,3,5,4,4706.909868
33,Town,Northern,3,6,3,4087.743201
85,Village,Northern,2,5,1,5321.219395
67,Others,Western,2,5,2,2457.700682
49,Others,Western,2,4,4,1645.933674
56,Town,Southern,4,8,2,16935.84186
60,Others,Western,4,8,2,5605.802728
67,Town,Southern,3,7,2,11291.40477
71,Town,Southern,3,6,2,7851.420077
70,Town,Southern,5,8,4,7255.960891
49,Others,Southern,4,12,4,13662.00682
60,Town,Western,4,7,2,11501.08845
81,Town,Estern,2,7,2,4468.159868
41,Village,Estern,3,8,2,6426.535721
49,Town,Northern,2,5,2,2198.375853
86,Town,Northern,3,6,1,3049.151364
53,Village,Northern,3,6,2,6285.802728
89,Town,Northern,3,6,2,4888.102046
58,Town,Northern,3,6,2,4516.43538
72,Town,Northern,2,6,2,5113.734698
40,Town,Northern,4,8,4,5990.544225
38,Town,Northern,3,7,3,6024.035721
51,Town,Estern,3,7,3,11243.90477
64,Town,Estern,6,10,2,11870.88777
69,Others,Northern,2,6,2,2845.976194
93,Others,Northern,5,10,2,17492.09186
72,Others,Northern,4,12,2,17811.45921
9,Others,Northern,3,5,-6,10536.60546
59,Others,Northern,4,8,8,1228.175171
81,Others,Western,3,7,2,3475.14286
33,Town,Northern,4,7,6,6254.452387
63,Others,Northern,3,8,2,6107.627558
46,Others,Northern,5,9,1,23042.1769
73,Others,Northern,2,4,1,1016.508504
82,Others,Estern,3,5,1,908.0170077
60,Others,Estern,3,6,2,3934.209186
76,Village,Southern,4,9,2,4693.576535
26,Town,Northern,2,4,1,5436.794225
79,Town,Estern,4,12,1,80999.7263
55,Others,Northern,3,7,2,2742.700682
87,Others,Estern,2,4,1,6697.183674
41,Village,Northern,3,7,9,4685.918372
64,Others,Northern,3,6,2,2314.108845
35,Central City,Western,3,6,3,6131.636062
31,Others,Northern,3,5,4,2433.175171
42,Others,Estern,3,5,5,7796.091837
70,Others,Estern,4,8,2,12753.37246
87,Others,Estern,2,7,2,7965.903069
58,Others,Estern,3,6,1,12337.32315
93,Others,Estern,2,5,2,13146.13097
60,Others,Western,3,7,2,6924.07824
93,Town,Northern,3,6,1,3698.576535
74,Town,Estern,3,7,2,7686.836744
63,Others,Western,3,5,2,3844.151364
54,Others,Western,2,4,2,4320.243201
61,Others,Northern,3,6,2,6285.960891
56,Others,Northern,4,8,3,8778.129263
65,Others,Northern,3,7,3,7215.027217
85,Town,Northern,3,5,3,3432.901364
28,Town,Estern,3,8,2,16270.34015
66,Village,Estern,2,6,2,4970.602046
78,Village,Estern,3,5,3,3908.734698
45,Village,Estern,3,7,4,6427.210891
55,Village,Estern,3,7,2,6290.644566
66,Central City,Southern,2,5,1,8969.811232
44,Town,Southern,2,5,2,17182.09186
59,Others,Western,3,6,1,4069.926876
44,Others,Northern,3,6,3,7250.127558
55,Others,Northern,2,5,2,3490.401364
32,Others,Western,4,7,5,1879.367349
38,Others,Western,4,9,3,4373.418372
48,Central City,Estern,2,4,3,7069.552728
41,Central City,Estern,3,5,5,7010.127558
46,Town,Estern,5,10,6,15218.25682
64,Town,Estern,3,7,2,18902.09186
73,Town,Estern,4,9,2,12932.38097
62,Village,Estern,2,5,1,4443.576535
64,Others,Estern,4,9,5,5855.127558
29,Others,Estern,4,6,5,3303.835039
74,Others,Estern,2,6,2,2930.401364
9,Others,Northern,0,5,-6,5180.802728
93,Others,Northern,3,7,1,2753.059527
77,Others,Northern,2,4,1,1509.425171
39,Others,Western,4,8,5,7705.486403
59,Others,Western,3,7,2,10432.55443
50,Others,Northern,3,5,2,1225.675171
50,Others,Northern,4,9,2,5686.794225
64,Others,Northern,3,6,2,3950.085039
53,Others,Northern,4,8,2,9251.04593
33,Town,Northern,3,6,1,9969.321441
55,Others,Northern,4,7,1,2603.21769
30,Others,Northern,3,7,3,3854.826535
26,Village,Estern,2,5,3,4057.585039
65,Village,Estern,3,7,2,5028.418372
79,Others,Northern,3,5,2,2434.625853
66,Others,Estern,3,6,4,3017.542519
26,Others,Estern,3,5,4,2838.375853
33,Village,Northern,3,5,5,2526.508504
85,Others,Estern,2,6,1,2673.476194
93,Others,Northern,4,8,2,3551.076535
41,Others,Northern,3,5,4,3929.409868
67,Town,Northern,2,4,2,3394.367349
71,Others,Northern,2,5,1,2299.209186
89,Others,Northern,3,6,2,877.3418372
9,Town,Estern,4,6,-6,11277.63947
57,Town,Southern,2,4,2,14749.13267
55,Others,Southern,2,4,3,14607.78233
74,Others,Northern,3,7,3,6235.644566
63,Others,Western,3,5,2,3971.809527
60,Others,Western,4,8,3,6644.926876
48,Town,Western,3,6,3,5985.127558
57,Others,Northern,3,5,4,3155.559527
55,Others,Northern,4,6,1,4030.085039
50,Town,Northern,3,6,2,6707.986403
54,Village,Estern,4,8,4,6014.294225
25,Others,Western,2,4,3,10884.42178
49,Others,Western,2,4,2,3361.809527
67,Others,Northern,3,6,3,4893.777217
49,Town,Northern,3,7,4,8275.528922
38,Town,Northern,4,7,7,7776.836744
25,Town,Northern,3,5,4,2693.950682
55,Others,Northern,3,7,2,4007.168372
50,Others,Western,4,8,2,4479.926876
46,Others,Western,2,6,2,2408.275512
41,Others,Western,3,9,2,3530.401364
73,Others,Western,4,7,1,3236.39286
54,Town,Estern,4,7,3,10198.07144
85,Others,Northern,3,6,2,5012.627558
60,Others,Northern,3,6,2,9928.129263
60,Others,Northern,2,6,2,8463.187085
30,Others,Northern,3,5,3,4691.43538
50,Others,Northern,3,6,2,8901.879263
74,Others,Northern,2,4,2,6041.794225
55,Village,Northern,3,6,1,4178.734698
52,Others,Southern,2,6,1,2483.634356
68,Others,Southern,3,6,2,12327.79763
43,Others,Northern,3,5,4,5907.785721
40,Others,Southern,2,5,1,1925.459186
76,Others,Southern,5,9,2,28267.38949
93,Others,Northern,3,6,3,3911.076535
62,Others,Northern,4,7,1,2893.375853
58,Others,Northern,3,7,2,2729.367349
69,Others,Western,3,6,1,3855.659868
35,Village,Western,3,6,1,3792.326535
36,Town,Estern,4,7,4,12487.9558
49,Others,Northern,4,6,6,6041.277217
39,Others,Western,4,7,3,6029.452387
58,Others,Western,4,9,2,5816.277217
66,Others,Western,4,12,4,14605.75682
38,Others,Northern,3,7,6,5152.943883
33,Others,Western,3,7,4,5362.11055
51,Others,Northern,3,6,4,5813.460891
50,Others,Northern,3,7,2,5284.452387
43,Others,Western,3,7,4,7006.119054
68,Others,Western,3,9,2,5576.076535
67,Town,Northern,3,5,3,3786.335039
93,Village,Northern,2,5,1,4161.018713
73,Village,Northern,2,6,1,2399.209186
42,Others,Western,3,7,3,5844.193883
85,Others,Western,1,3,1,2012.025512
52,Town,Estern,3,8,3,8290.586744
45,Others,Western,3,5,2,5187.11055
72,Town,Northern,3,6,1,6574.136062
73,Town,Northern,4,9,2,8043.920077
23,Others,Western,2,5,2,2796.551023
9,Others,Southern,3,5,-6,10191.40477
63,Town,Northern,3,6,3,7642.469395
74,Town,Estern,3,5,2,8985.629263
60,Others,Southern,3,5,5,3576.450682
80,Others,Northern,3,7,1,4159.668372
82,Others,Northern,3,6,1,4440.918372
53,Others,Northern,4,7,3,7618.920077
68,Others,Northern,3,7,2,8338.503411
42,Others,Northern,3,7,4,9631.103752
65,Town,Northern,3,6,3,6620.802728
62,Others,Northern,2,4,1,1822.700682
60,Others,Southern,3,8,2,13807.00682
52,Others,Southern,4,8,2,17663.75853
62,Others,Southern,3,8,2,3845.401364
41,Village,Western,3,5,3,2898.175171
59,Town,Southern,2,5,2,11700.25512
62,Town,Northern,3,5,2,4828.676876
37,Others,Western,3,6,6,3886.076535
38,Village,Northern,3,5,3,6049.452387
85,Others,Northern,3,6,1,7036.277217
68,Others,Northern,3,7,2,5043.777217
87,Others,Estern,3,6,2,6500.486403
82,Village,Northern,4,8,2,13781.17349
64,Village,Northern,4,7,2,11409.99661
41,Town,Estern,2,6,2,7312.82824
65,Others,Northern,3,6,2,3840.085039
56,Central City,Southern,4,8,2,10759.32144
63,Town,Northern,3,5,1,16232.09186
30,Central City,Southern,3,6,3,7847.095248
65,Others,Western,4,8,1,6865.903069
44,Others,Northern,4,10,4,10880.25512
25,Town,Northern,3,5,1,2859.051023
83,Central City,Northern,4,6,1,1506.192178
50,Others,Southern,4,8,3,3296.39286
20,Others,Western,3,8,1,3541.751705
60,Others,Western,3,6,2,2017.858845
37,Others,Estern,4,7,3,7190.127558
51,Others,Estern,4,7,5,6047.426876
9,Others,Western,5,9,-6,388.5918372
56,Others,Western,1,3,1,1543.850341
51,Others,Western,3,6,2,3970.401364
55,Town,Estern,4,8,3,9695.312937
9,Town,Estern,3,6,-6,1603.375853
54,Town,Estern,2,5,1,9899.379263
55,Town,Estern,3,6,4,11763.58845
51,Town,Estern,3,7,3,9911.04593
48,Town,Estern,3,6,4,6380.960891
50,Town,Estern,4,8,4,15155.34015
49,Village,Estern,3,7,1,7417.627558
87,Village,Estern,3,5,2,11465.25512
79,Village,Estern,2,4,2,6443.819736
9,Village,Estern,5,12,-6,7760.787426
9,Village,Estern,2,4,-6,20823.05275
80,Town,Northern,3,7,2,8145.744907
73,Village,Northern,3,7,1,5950.127558
67,Village,Northern,4,7,2,5843.460891
75,Village,Estern,3,6,1,6512.627558
58,Village,Estern,4,7,2,10522.23811
65,Village,Northern,3,7,1,6575.960891
52,Others,Northern,3,7,3,3788.89286
93,Others,Northern,2,5,2,2689.625853
62,Others,Southern,6,8,2,7261.836744
31,Others,Western,3,5,5,3420.14286
54,Town,Northern,4,8,3,4359.251705
39,Others,Northern,3,5,4,2244.525512
80,Town,Northern,4,6,2,3828.318031
83,Others,Northern,2,5,1,3911.751705
52,Others,Estern,3,6,2,6898.877558
63,Others,Estern,3,6,2,8856.04593
49,Village,Northern,3,6,2,4246.909868
52,Town,Southern,2,4,1,1850.875853
56,Others,Southern,3,5,4,4021.751705
46,Others,Northern,3,5,4,3797.226194
57,Others,Northern,2,5,2,3182.700682
68,Others,Estern,2,4,3,7575.170077
40,Others,Estern,3,6,4,7862.153069
93,Others,Estern,4,8,1,4948.777217
53,Others,Estern,1,4,3,2438.375853
70,Others,Estern,3,7,2,5690.285721
69,Others,Southern,2,5,2,7096.420077
27,Village,Estern,3,5,1,10343.07144
33,Village,Estern,3,7,4,11472.75512
77,Village,Estern,4,8,1,12500.29763
53,Village,Estern,4,9,5,12379.62246
30,Town,Northern,2,4,2,5579.294225
58,Others,Northern,3,6,3,3721.493201
66,Others,Western,2,10,1,10317.65477
43,Village,Northern,3,6,3,11816.33504
59,Village,Northern,3,8,2,8748.862255
73,Others,Western,3,5,2,5999.294225
52,Others,Western,2,4,2,3705.401364
44,Others,Western,3,5,3,3129.209186
53,Others,Western,4,12,3,7530.544225
74,Others,Western,4,7,3,2382.125853
60,Others,Western,2,4,1,3223.734697
48,Others,Western,5,12,8,12860.29763
93,Others,Northern,3,8,1,6470.903069
50,Town,Northern,2,4,3,3385.401364
45,Central City,Northern,3,6,1,3519.826535
31,Others,Southern,3,5,3,6216.57824
46,Others,Western,3,6,4,2424.051023
43,Central City,Western,2,4,6,2375.675171
41,Village,Southern,3,5,6,3552.226194
50,Town,Western,2,4,2,5740.127558
45,Others,Western,1,4,1,2998.734697
61,Others,Western,3,8,2,8821.04593
53,Village,Estern,3,8,3,8331.836744
72,Others,Northern,3,5,2,8030.528922
63,Town,Southern,2,4,1,10589.42178
62,Town,Southern,4,9,2,30357.84868
67,Others,Estern,2,5,1,1764.108845
64,Others,Northern,3,8,1,4430.401364
43,Town,Northern,3,5,4,4480.085039
9,Town,Northern,4,6,-6,5539.294225
48,Central City,Northern,3,6,1,10533.58845
58,Others,Northern,4,7,2,16482.46601
65,Others,Northern,3,5,1,2663.21769
30,Others,Western,4,7,1,9784.379263
79,Others,Northern,2,5,1,3128.734697
62,Others,Northern,3,5,2,6115.602046
73,Town,Northern,3,7,1,34417.51705
41,Village,Estern,1,3,1,10940.2432
58,Village,Estern,3,7,5,5553.159868
68,Village,Estern,3,7,2,5403.619054
65,Village,Estern,6,10,1,37729.26876
28,Village,Estern,3,6,3,13321.48981
56,Village,Estern,2,5,2,10195.57144
50,Town,Northern,3,5,1,1343.175171
67,Village,Southern,2,5,3,8138.819736
64,Others,Northern,3,5,2,2814.051023
70,Others,Western,3,6,2,1441.925171
59,Others,Northern,2,4,2,2487.959186
58,Others,Western,3,8,2,7897.311232
50,Others,Northern,4,6,2,9744.738108
65,Town,Southern,4,7,2,12677.84015
70,Village,Estern,3,7,2,30626.51364
48,Village,Estern,3,6,5,12529.4643
47,Village,Estern,3,7,5,13515.65648
41,Village,Estern,3,6,4,13569.40648
61,Village,Estern,4,8,2,12567.79763
67,Village,Estern,3,9,5,23158.9286
50,Others,Southern,2,5,1,2035.875853
43,Others,Southern,5,9,7,11421.03063
70,Others,Estern,3,5,2,5037.943883
60,Others,Estern,3,6,1,5589.136062
78,Others,Estern,2,5,1,3801.751705
82,Others,Estern,2,4,2,8515.212596
80,Others,Estern,3,5,1,5711.119054
87,Town,Northern,3,6,1,8771.04593
73,Town,Estern,4,6,5,13006.28913
61,Town,Southern,3,6,1,2935.401364
62,Others,Southern,5,12,2,26860.68031
76,Others,Southern,2,5,1,10290.25512
60,Town,Northern,2,4,2,3147.068031
44,Town,Northern,4,8,2,6054.710891
59,Town,Northern,3,6,2,13271.13097
69,Town,Northern,3,6,1,6544.294225
49,Town,Northern,4,7,3,8860.370759
93,Town,Southern,3,5,1,3639.151364
64,Others,Southern,4,7,1,8752.29593
93,Others,Northern,3,6,1,4086.493201
79,Others,Western,4,8,2,3900.085039
62,Others,Western,5,9,2,10205.2126
82,Village,Southern,2,5,1,3570.358845
66,Village,Western,4,10,2,4138.835039
67,Others,Northern,4,8,5,6433.777217
77,Others,Northern,3,6,1,3730.401364
80,Town,Western,3,7,2,5710.285721
65,Village,Northern,3,6,1,7009.294225
57,Town,Estern,3,6,1,5786.119054
43,Town,Estern,3,6,3,4597.585039
54,Others,Northern,3,6,2,5987.627558
72,Others,Northern,3,6,2,5575.127558
67,Others,Northern,3,5,1,9594.379263
66,Others,Northern,3,7,2,6792.727899
60,Others,Northern,4,9,1,10540.25512
85,Others,Northern,3,6,2,3666.751705
68,Others,Western,6,9,3,4161.076535
75,Others,Northern,3,6,2,6602.311232
53,Town,Northern,3,8,2,10806.92178
27,Central City,Western,3,7,2,5564.452387
56,Central City,Western,3,7,4,5799.452387
69,Others,Southern,3,5,2,1919.108845
70,Others,Southern,3,6,2,6303.302728
83,Others,Northern,3,5,2,1679.525512
41,Town,Estern,4,9,2,17427.88267
51,Town,Northern,3,5,1,3956.076535
45,Others,Northern,5,8,4,2908.433674
48,Others,Northern,3,7,4,3249.051023
43,Town,Northern,4,7,5,10310.25512
59,Town,Western,3,5,2,5010.86055
93,Town,Northern,2,6,1,27777.38949
74,Others,Western,3,7,1,3831.076535
56,Town,Estern,4,8,4,12638.94729
49,Central City,Southern,2,4,4,7483.21769
72,Town,Estern,2,6,2,5020.775512
57,Others,Northern,3,5,3,2487.542519
65,Others,Northern,4,6,1,3850.243201
53,Others,Estern,6,9,4,4719.352046
65,Others,Estern,3,6,2,13449.40648
31,Town,Northern,3,5,2,5276.277217
79,Town,Northern,2,4,2,4609.726194
58,Village,Northern,3,7,2,9321.04593
49,Others,Southern,3,7,1,2712.384356
31,Others,Southern,3,5,3,8143.187085
9,Others,Western,2,4,-6,428.5918372
43,Town,Estern,4,8,4,14228.67349
46,Town,Estern,5,10,5,7890.170077
58,Town,Estern,4,8,3,4891.43538
39,Others,Western,4,10,6,7277.311232
50,Others,Western,5,10,2,3923.734698
59,Others,Western,5,9,4,4923.102046
47,Others,Western,4,7,2,5119.61055
45,Others,Western,4,7,3,3604.051023
36,Others,Western,4,7,3,3916.751705
58,Others,Estern,4,8,3,4886.43538
69,Others,Estern,3,5,1,5252.168372
62,Others,Southern,4,7,2,4443.418372
93,Others,Southern,2,4,1,3429.568031
72,Town,Western,5,10,2,12491.13097
48,Village,Northern,3,5,4,4175.559527
76,Others,Estern,4,7,2,2464.525512
48,Others,Estern,3,5,2,2888.476194
50,Others,Estern,3,6,4,3108.89286
85,Others,Estern,4,8,2,12009.42178
67,Others,Northern,3,6,2,4818.777217
49,Others,Western,3,5,2,6930.486403
72,Others,Northern,5,8,1,7960.011914
56,Town,Estern,3,8,4,10165.88777
63,Village,Northern,3,8,1,6839.710891
51,Others,Northern,3,5,2,1865.517008
58,Others,Northern,3,5,1,4725.602046
50,Others,Northern,5,8,7,4668.418372
57,Town,Southern,4,7,2,8264.294225
45,Town,Northern,3,6,4,5596.119054
9,Town,Northern,3,5,-6,4756.119054
62,Town,Northern,4,7,2,5590.127558
47,Central City,Northern,5,10,1,13726.48981
48,Central City,Northern,3,6,2,9791.404775
70,Others,Northern,3,8,2,7970.170077
80,Central City,Northern,3,7,1,1561.508504
49,Town,Northern,4,6,3,4028.576535
66,Town,Northern,3,5,2,5829.61055
56,Village,Southern,3,5,3,4148.175171
36,Others,Western,3,7,2,2882.384356
57,Others,Western,3,7,2,3626.39286
9,Town,Southern,3,7,-6,5666.061232
65,Others,Southern,3,7,3,10413.58845
51,Others,Southern,2,4,2,9613.904775
54,Others,Western,3,6,4,7430.127558
9,Others,Western,4,7,-6,6509.653069
73,Town,Northern,4,7,2,10479.83845
70,Town,Northern,3,5,1,3925.918372
74,Others,Western,1,4,2,3502.542519
59,Village,Northern,3,9,2,14189.4643
68,Others,Northern,2,5,2,3916.751705
70,Others,Northern,3,5,1,1535.100341
64,Others,Northern,3,5,2,5077.384356
52,Others,Northern,2,4,2,2459.209186
72,Town,Northern,3,7,3,7397.153069
69,Town,Northern,3,5,1,8859.537426
73,Town,Northern,2,5,1,7552.253411
70,Town,Western,3,7,2,5560.127558
71,Town,Northern,2,4,4,1571.350341
67,Town,Western,1,6,1,1813.175171
66,Town,Northern,3,6,4,2444.367349
28,Village,Estern,3,5,2,4593.418372
70,Village,Estern,3,6,1,8636.04593
41,Town,Estern,4,8,5,15892.84015
57,Town,Northern,3,6,2,7359.336744
44,Others,Northern,3,6,4,5113.102046
71,Town,Northern,4,8,2,10994.83845
78,Town,Northern,4,7,2,13567.79763
82,Town,Northern,3,7,1,9442.396271
71,Others,Northern,3,6,2,4060.085039
22,Others,Northern,3,6,4,5473.460891
78,Others,Northern,3,6,1,6023.460891
69,Town,Northern,1,3,1,17389.63438
46,Town,Northern,3,6,2,12069.83845
71,Village,Northern,3,7,2,4739.61055
64,Village,Northern,3,6,4,7408.503411
75,Others,Estern,3,7,2,16917.09186
63,Town,Southern,3,7,2,3856.350341
57,Village,Southern,3,7,3,3686.350341
34,Others,Northern,3,7,7,4923.576535
27,Town,Northern,2,4,1,1233.175171
56,Others,Northern,3,8,2,4948.93538
27,Others,Northern,4,6,5,2368.175171
38,Central City,Estern,4,9,5,25387.30446
48,Central City,Estern,4,7,3,16489.39118
45,Central City,Estern,3,5,3,12326.9643
49,Central City,Estern,2,5,2,10538.58845
59,Village,Southern,4,8,2,8721.04593
50,Others,Estern,3,7,3,14102.32315
30,Others,Estern,4,7,1,6942.153069
72,Others,Northern,4,7,3,3604.726194
34,Others,Northern,2,5,1,3138.476194
74,Others,Northern,3,5,1,3810.401364
49,Town,Western,2,4,3,2118.534015
53,Town,Estern,4,11,3,22324.30275
37,Town,Estern,5,7,5,12535.29763
65,Others,Northern,3,8,2,80213.4763
66,Others,Northern,3,5,2,3646.751705
47,Others,Western,3,6,2,4259.051023
58,Others,Western,2,6,3,4629.768713
76,Others,Western,3,6,2,5457.627558
76,Others,Western,2,4,1,1260.933674
58,Others,Western,3,6,2,5667.943883
55,Others,Northern,3,7,2,6260.802728
34,Others,Northern,2,5,2,2692.959186
63,Others,Northern,1,3,3,1331.608845
48,Others,Northern,3,6,1,2263.792519
64,Others,Northern,3,6,1,4698.260209
45,Others,Northern,2,5,2,4413.260209
61,Others,Northern,3,6,1,9706.404775
50,Others,Northern,1,3,1,2105.875853
78,Central City,Estern,2,4,1,2678.692178
87,Others,Southern,5,9,1,10718.17178
43,Others,Northern,5,12,3,30360.26364
65,Others,Northern,3,6,4,3502.484698
52,Others,Northern,4,8,4,8778.862255
59,Others,Northern,3,5,4,5382.627558
66,Town,Estern,2,5,1,21918.88608
88,Central City,Northern,2,4,2,14954.27892
17,Village,Estern,4,9,2,22000.55275
35,Others,Western,5,9,2,5579.294225
64,Others,Western,3,7,2,4887.11055
39,Others,Western,3,7,4,8108.345248
37,Others,Western,3,6,3,6448.819736
93,Others,Western,3,5,1,2588.375853
50,Others,Southern,3,7,2,7268.503411
57,Others,Southern,3,6,1,8381.879263
31,Others,Estern,3,9,3,6672.569736
75,Others,Western,2,5,1,2860.875853
65,Others,Western,3,5,1,3341.809527
59,Central City,Southern,5,9,2,10974.00512
53,Central City,Western,3,10,2,5923.460891
51,Others,Northern,3,5,1,906.7670077
66,Others,Northern,3,5,3,3761.234698
52,Others,Northern,3,6,4,4978.518713
63,Others,Northern,2,5,1,3804.726194
45,Others,Western,4,7,3,3850.085039
60,Others,Western,3,5,1,7273.503411
38,Others,Western,4,9,4,7337.153069
45,Others,Western,5,9,7,13392.79763
9,Others,Western,2,5,-6,2470.875853
35,Others,Northern,3,6,4,2905.875853
51,Others,Western,5,8,2,8063.086744
48,Others,Western,3,6,1,2703.89286
69,Others,Western,3,6,3,4977.785721
77,Town,Northern,3,5,2,5510.544225
56,Village,Northern,3,7,1,4952.527217
76,Town,Northern,1,4,2,2303.534015
24,Others,Northern,3,6,1,6011.477899
56,Village,Northern,4,7,8,8025.802728
52,Central City,Northern,3,8,2,5350.443883
67,Others,Northern,4,9,2,13977.79763
41,Others,Western,4,9,2,9231.204093
56,Central City,Western,3,5,1,4129.826535
63,Town,Western,3,6,2,5186.277217
56,Central City,Western,3,6,2,6948.244907
80,Others,Estern,1,3,2,9301.04593
62,Others,Southern,3,7,3,11786.13097
78,Others,Southern,3,5,2,14811.53233
32,Others,Southern,3,7,4,9059.278922
47,Others,Southern,3,8,5,19997.09186
28,Others,Western,3,6,3,6119.811232
52,Others,Western,3,7,4,7528.503411
69,Others,Western,2,6,2,1905.358845
71,Central City,Northern,3,5,2,5069.251705
41,Central City,Northern,3,5,2,4461.909868
61,Village,Northern,5,8,2,10142.7126
45,Others,Northern,3,5,4,5456.794225
61,Village,Northern,3,7,2,11711.08845
76,Village,Northern,3,7,2,18212.40819
60,Others,Northern,3,5,1,3613.059527
57,Central City,Northern,2,5,1,1308.433674
62,Central City,Western,2,6,2,4563.159868
55,Town,Estern,3,7,3,13849.36396
61,Others,Western,3,8,2,3904.367349
40,Village,Southern,3,5,5,27832.34697
50,Town,Western,3,6,2,10514.06294
59,Others,Northern,3,5,1,3733.576535
85,Others,Northern,3,6,1,4181.076535
55,Village,Southern,3,5,1,8027.569736
41,Village,Southern,3,6,4,7607.153069
43,Central City,Northern,4,9,2,9818.387767
37,Town,Western,4,8,5,14901.84866
48,Village,Southern,4,6,2,8636.204093
52,Village,Northern,3,6,2,10576.92178
83,Village,Estern,3,7,1,10362.75512
50,Village,Estern,4,8,4,20603.84356
71,Village,Western,3,7,3,10246.30443
70,Village,Western,4,11,2,8179.278922
60,Town,Western,3,7,3,6785.903069
64,Central City,Northern,2,5,1,10422.45409
50,Central City,Northern,4,8,4,7984.753411
28,Others,Western,4,7,3,6049.294225
47,Town,Northern,3,6,4,6057.627558
38,Village,Northern,3,8,3,16049.54934
46,Town,Estern,4,7,3,13243.67349
78,Town,Northern,2,4,2,5220.127558
54,Town,Estern,3,7,1,17115.42519
33,Others,Estern,3,8,5,7891.520418
81,Central City,Western,4,6,2,4100.243201
82,Others,Northern,4,8,3,9126.04593
33,Others,Northern,3,5,2,5783.777217
62,Others,Northern,3,5,3,7389.653069
89,Town,Estern,2,5,1,7187.153069
46,Village,Southern,5,11,3,15762.88267
34,Central City,Southern,5,8,4,8358.761914
39,Central City,Southern,4,7,6,13243.63097
76,Central City,Southern,2,5,2,46916.89631
68,Others,Western,4,7,2,9376.562937
43,Village,Estern,4,9,4,11781.82144
65,Central City,Western,4,8,2,6500.802728
50,Central City,Western,4,7,4,5614.452387
46,Town,Northern,3,6,3,7196.420077
60,Central City,Northern,2,5,1,4883.102046
87,Others,Western,3,5,2,5230.443883
57,Others,Western,3,8,2,10406.92178
63,Village,Southern,4,7,3,29905.76535
47,Town,Southern,3,5,5,12288.17178
62,Central City,Northern,3,6,2,9751.836744
53,Village,Northern,4,8,4,9971.04593
52,Village,Northern,4,8,2,17047.09186
55,Central City,Western,3,8,2,9776.146271
38,Central City,Western,5,9,4,10818.90477
65,Central City,Northern,4,6,1,6385.227899
45,Town,Northern,2,4,4,3612.226194
44,Village,Southern,4,8,4,17717.35036
74,Village,Northern,3,7,1,12312.79763
81,Village,Northern,3,8,1,10477.75512
47,Village,Northern,5,8,4,9162.712596
35,Others,Southern,3,7,2,7528.661573
23,Others,Southern,4,7,1,15970.38267
48,Village,Estern,2,5,1,5501.852046
48,Town,Western,4,7,4,3802.068031
9,Others,Western,2,4,-6,2865.71769
65,Village,Western,3,7,2,3725.401364
56,Village,Estern,4,8,3,17600.84186
52,Village,Estern,4,8,4,16713.08336
73,Village,Estern,4,9,2,17694.75002
51,Others,Northern,3,6,2,7399.494907
61,Village,Northern,2,5,2,1692.700682
64,Central City,Northern,3,5,2,2375.459186
48,Village,Northern,3,5,4,10722.75512
59,Central City,Southern,4,7,1,6530.960891
49,Central City,Northern,4,7,3,8359.595248
68,Village,Western,3,5,2,3841.076535
77,Village,Western,2,5,2,7177.469395
37,Others,Southern,4,9,5,5604.452387
49,Town,Northern,4,9,5,9120.845248
54,Town,Estern,4,8,4,15822.00682
36,Town,Northern,3,6,2,7463.819736
77,Town,Northern,3,6,1,6237.153069
88,Village,Estern,2,7,2,16381.6905
30,Central City,Southern,3,6,2,7936.836744
30,Central City,Southern,4,8,4,14144.82315
55,Central City,Southern,3,7,3,10193.48811
68,Town,Western,3,6,1,5926.277217
36,Village,Northern,3,6,1,6100.960891
45,Village,Northern,4,6,3,6978.819736
34,Village,Northern,3,5,1,3919.826535
41,Central City,Northern,3,5,3,5584.869054
82,Town,Western,3,8,2,7165.170077
59,Central City,Northern,4,8,2,24230.59527
49,Central City,Northern,3,8,3,9372.712596
26,Village,Northern,3,5,3,10183.74661
65,Central City,Western,4,6,5,4857.484698
56,Central City,Northern,2,6,2,25462.13438
72,Town,Northern,3,7,3,4482.426876
37,Village,Northern,2,6,1,5432.943883
47,Village,Southern,4,8,4,8312.311232
58,Village,Estern,2,4,1,18010.42519
38,Central City,Southern,3,9,4,12684.93879
58,Town,Southern,4,6,3,6364.136062
47,Others,Southern,4,6,2,9905.571441
50,Others,Southern,4,10,4,19144.63438
52,Village,Northern,3,6,2,6732.153069
63,Village,Estern,4,10,3,12136.92178
37,Village,Southern,4,8,5,17322.66669
28,Village,Southern,3,6,2,14197.68199
54,Others,Southern,3,5,6,5214.093542
18,Others,Southern,3,5,3,6475.960891
63,Others,Southern,3,7,1,7548.187085
48,Village,Estern,5,12,4,32598.26535
72,Village,Estern,5,10,2,80048.4763
66,Others,Estern,3,5,1,9888.488108
58,Central City,Western,3,7,2,5140.443883
54,Others,Estern,3,6,2,7745.528922
59,Others,Estern,2,7,2,6818.086744
57,Village,Estern,4,8,2,16197.88267
